iter	Logloss
328	0.01857552654
329	0.01846902202
330	0.01839250984
331	0.01836678104
332	0.01831568704
333	0.01824912246
334	0.01819186972
335	0.01808473137
336	0.01805649824
337	0.01798226751
338	0.0179253786
339	0.01775383151
340	0.01768856397
341	0.01765955827
342	0.01765269044
343	0.01758473174
344	0.01754651059
345	0.01751765168
346	0.0174639292
347	0.01743191783
348	0.0173952523
349	0.01735541236
350	0.01730575285
351	0.01728333724
352	0.01724284341
353	0.01721242973
354	0.01713825678
355	0.01712445214
356	0.01708285669
357	0.01706145649
358	0.01699355603
359	0.01697161232
360	0.01696567544
361	0.01691302947
362	0.01685235163
363	0.01679135456
364	0.01673368009
365	0.01671952672
366	0.01665994123
367	0.01659290456
368	0.01656751085
369	0.01651496092
370	0.01646752574
371	0.01639834664
372	0.01627209579
373	0.01622710921
374	0.01621008985
375	0.0161989145
376	0.01615117254
377	0.01609483118
378	0.01607395656
379	0.0160309932
380	0.01600564678
381	0.01591513725
382	0.0158460703
383	0.01575484854
384	0.01572155526
385	0.01570080084
386	0.01569208797
387	0.01565912331
388	0.01560329025
389	0.01558236805
390	0.0155424675
391	0.01545229253
392	0.01541096318
393	0.01538866501
394	0.01535133055
395	0.01531251955
396	0.01528140355
397	0.01522776035
398	0.0152120114
399	0.01514619006
400	0.01512989872
401	0.01510952135
402	0.01507444739
403	0.01505712912
404	0.01498028776
405	0.01497546895
406	0.01497538625
407	0.01497078314
408	0.01487334866
409	0.01482643603
410	0.01480261241
411	0.01475281329
412	0.01473946211
413	0.01473945124
414	0.01470077643
415	0.01465735375
416	0.01462860635
417	0.01458271914
418	0.01457748882
419	0.0145616246
420	0.01453825048
421	0.01453823279
422	0.01451823695
423	0.0145017473
424	0.01447730608
425	0.01444009617
426	0.01440569016
427	0.01435975528
428	0.01431611591
429	0.01424905828
430	0.01423545754
431	0.01420741664
432	0.01418188661
433	0.01415902486
434	0.014136895
435	0.0140392498
436	0.01398221572
437	0.01396889136
438	0.01389793268
439	0.01381068205
440	0.01379255579
441	0.01377498992
442	0.01375396898
443	0.01373119896
444	0.01372408182
445	0.01371794758
446	0.01367737511
447	0.0136504002
448	0.01363672945
449	0.01362317046
450	0.01360164522
451	0.01354880334
452	0.01347521867
453	0.01344399606
454	0.01339189123
455	0.01338538883
456	0.01332384295
457	0.0132948833
458	0.01324697691
459	0.01321738921
460	0.01317022348
461	0.01313657267
462	0.01310784624
463	0.0130919139
464	0.01306936414
465	0.01301404079
466	0.01298560085
467	0.01292421416
468	0.01291568137
469	0.01289967222
470	0.01289127635
471	0.01286460359
472	0.01282974656
473	0.01281613183
474	0.01280504954
475	0.01273525847
476	0.01272685182
477	0.0126895384
478	0.0126761282
479	0.01261899193
480	0.01257531143
481	0.01256655689
482	0.01256652124
483	0.01255869971
484	0.01255555859
485	0.01255554578
486	0.01254206092
487	0.01252817392
488	0.01252817392
489	0.01251444428
490	0.01250021886
491	0.01249879535
492	0.01243576107
493	0.01233982328
494	0.01232733824
495	0.01230842528
496	0.01228258873
497	0.01226975955
498	0.01221872608
499	0.01220246991
500	0.01216301554
501	0.01203814778
502	0.01201015571
503	0.01197875712
504	0.01196874233
505	0.0119687423
506	0.01196476516
507	0.01193548185
508	0.01190681324
509	0.01189292207
510	0.0118929049
511	0.01187633554
512	0.01187053891
513	0.01185980874
514	0.01181657162
515	0.01178534043
516	0.01177791448
517	0.01177351439
518	0.0117734997
519	0.01176268199
520	0.0117626703
521	0.0117626458
522	0.01175472069
523	0.01173307594
524	0.01167935704
525	0.01167242286
526	0.01165136002
527	0.0116387668
528	0.01160615013
529	0.01159711538
530	0.01159711538
531	0.0115825474
532	0.01154461502
533	0.0115225556
534	0.01151404139
535	0.01149223911
536	0.01144976178
537	0.0114191179
538	0.01138457988
539	0.01137113486
540	0.01133376609
541	0.01132520997
542	0.01130383479
543	0.0113038201
544	0.0112923865
545	0.01128722598
546	0.01128517661
547	0.01127455001
548	0.01126542238
549	0.01125464736
550	0.01124742407
551	0.01120034921
552	0.01117134858
553	0.01112519633
554	0.01110384699
555	0.01108641709
556	0.01106538386
557	0.0110635013
558	0.01104094674
559	0.01101341548
560	0.01100056845
561	0.01099175164
562	0.01096084088
563	0.01092477803
564	0.01090684979
565	0.01088569472
566	0.01086587891
567	0.01084172436
568	0.01080789811
569	0.01076422897
570	0.01076106578
571	0.01073691117
572	0.01070649619
573	0.01067917095
574	0.01066091237
575	0.01063637593
576	0.01061623209
577	0.01059245905
578	0.01057916177
579	0.01057192031
580	0.01055971236
581	0.01051337428
582	0.01048479479
583	0.01041038248
584	0.01039371345
585	0.01036863251
586	0.01034579508
587	0.01033525587
588	0.01032064383
589	0.01030441815
590	0.01029511401
591	0.0102567527
592	0.01023747655
593	0.01017735831
594	0.01017734173
595	0.01015370494
596	0.01015371363
597	0.01012052957
598	0.01009963644
599	0.01008983241
600	0.01007221512
601	0.01005723658
602	0.01004393019
603	0.01002550169
604	0.009993864449
605	0.009966120523
606	0.009939895266
607	0.009923013782
608	0.009887515684
609	0.009863400218
610	0.009837411188
611	0.009837404955
612	0.009829361246
613	0.009800727512
614	0.009779968641
615	0.009757914295
616	0.009717392076
617	0.009671511318
618	0.009651560561
619	0.009623470559
620	0.009623467557
621	0.009617367607
622	0.009586204791
623	0.009548783623
624	0.009539351386
625	0.009514001666
626	0.009494581834
627	0.009476210463
628	0.00945050452
629	0.009430354256
630	0.009407299395
631	0.009366726248
632	0.009366719725
633	0.009366708271
634	0.009350748636
635	0.00935070143
636	0.009328470872
637	0.009313326908
638	0.009305137937
639	0.009305105562
640	0.009291474272
641	0.009278159212
642	0.009261598173
643	0.009238750072
644	0.009225056175
645	0.009209448305
646	0.009197339657
647	0.009176197324
648	0.009166363341
649	0.009155480382
650	0.009142396986
651	0.009097191339
652	0.00907407492
653	0.009064457472
654	0.009045254429
655	0.009033329791
656	0.009033304639
657	0.009020278068
658	0.009013831777
659	0.009013809859
660	0.008994692841
661	0.008994691761
662	0.008975234616
663	0.008956332694
664	0.00893124623
665	0.008931238755
666	0.008873196836
667	0.008873196836
668	0.008873174124
669	0.008834913704
670	0.008826473623
671	0.008809678612
672	0.008798866511
673	0.008790600334
674	0.00877148311
675	0.008740405
676	0.00874039181
677	0.008740372072
678	0.008740358211
679	0.008734101367
680	0.008714251539
681	0.008703812207
682	0.008671207081
683	0.008666778137
684	0.008666771206
685	0.008655672869
686	0.008655301167
687	0.008617851521
688	0.008609992869
689	0.008585159706
690	0.00857673963
691	0.008560341955
692	0.008560337873
693	0.008548333052
694	0.008541282685
695	0.008530943755
696	0.008509331676
697	0.008479148479
698	0.008450833433
699	0.008450838068
700	0.008450838068
701	0.00845083207
702	0.008450832206
703	0.008437689676
704	0.008429692061
705	0.008429678582
706	0.008429669492
707	0.008406135866
708	0.008406125789
709	0.008389861714
710	0.008368240918
711	0.008343021031
712	0.008325030161
713	0.008310163971
714	0.008310163971
715	0.008300669601
716	0.008300669601
717	0.008297477845
718	0.008297466441
719	0.008297466824
720	0.008297455794
721	0.0082974396
722	0.008297431291
723	0.008297426393
724	0.008277714689
725	0.008259354953
726	0.008259353048
727	0.008259331822
728	0.008259309652
729	0.008244779221
730	0.008244773787
731	0.008241780285
732	0.008201558813
733	0.00818074627
734	0.008146296628
735	0.00814629065
736	0.008112909434
737	0.008102653978
738	0.008095910115
739	0.008087582417
740	0.008066326993
741	0.00805572628
742	0.00804495562
743	0.008040186248
744	0.008003205975
745	0.007998464661
746	0.007998460851
747	0.007990875385
748	0.007974013323
749	0.007968000445
750	0.007952023115
751	0.007935538781
752	0.007924710682
753	0.007915546798
754	0.007903558443
755	0.00790354823
756	0.00790352822
757	0.007896182038
758	0.00789617032
759	0.007896169367
760	0.00789612446
761	0.00788961399
762	0.007883426629
763	0.00786036974
764	0.007845308686
765	0.007845308805
766	0.007845310991
767	0.007828670427
768	0.007808549943
769	0.007804470746
770	0.007779615547
771	0.007779612273
772	0.007771820273
773	0.007746476337
774	0.007739176843
775	0.007739145545
776	0.007739141183
777	0.00772027605
778	0.007708247501
779	0.007695366998
780	0.007685502376
781	0.007676687086
782	0.007658496944
783	0.007651258294
784	0.007638902378
785	0.007638437506
786	0.007633396147
787	0.007633396147
788	0.007633396147
789	0.00763339084
790	0.007633380491
791	0.007633372888
792	0.007633301746
793	0.007633290019
794	0.007633290019
795	0.007633257772
796	0.007633246071
797	0.007633239948
798	0.007633225397
799	0.007633230296
800	0.00763063015
801	0.007612731285
802	0.00761272444
803	0.007611149281
804	0.007611141108
805	0.007611138795
806	0.007611090093
807	0.007611077847
808	0.007611083842
809	0.007610390882
810	0.00761035441
811	0.007610332929
812	0.007610330463
813	0.007610321755
814	0.007610316176
815	0.007610306913
816	0.007610302451
817	0.007610300818
818	0.007610276446
819	0.007610237525
820	0.007610193568
821	0.007610180268
822	0.00761014228
823	0.007610088813
824	0.007610069911
825	0.007610054545
826	0.00761003888
827	0.007610002956
828	0.007609980378
829	0.007609978873
830	0.007578326159
831	0.007578322613
832	0.007578281811
833	0.007555282259
834	0.007538694364
835	0.007538690154
836	0.007538678717
837	0.00753866375
838	0.007538588265
839	0.007538585119
840	0.007538569738
841	0.007538539274
842	0.007538526075
843	0.0075385269
844	0.007538516007
845	0.007538506346
846	0.007538507843
847	0.007538499016
848	0.00753849234
849	0.007538473175
850	0.007538473175
851	0.007538473175
852	0.007527110554
853	0.007527097234
854	0.00752708062
855	0.00745721673
856	0.007444377275
857	0.007423880142
858	0.007411387516
859	0.007387984157
860	0.007374487632
861	0.007360958138
862	0.007353467765
863	0.00733122886
864	0.007322450085
865	0.007299142637
866	0.007293239883
867	0.007274330081
868	0.007250729338
869	0.007241866498
870	0.007231857429
871	0.007220091019
872	0.007220082609
873	0.007220073354
874	0.007220067478
875	0.007220064102
876	0.007220022049
877	0.007220009123
878	0.00722001579
879	0.007215753288
880	0.007215754632
881	0.00721572948
882	0.007215732201
883	0.007215730016
884	0.007215730441
885	0.00721572908
886	0.007214996779
887	0.007214995282
888	0.007214999228
889	0.007214982509
890	0.007214971071
891	0.007209527064
892	0.007206391296
893	0.007206394833
894	0.007197271955
895	0.007174696675
896	0.007174666741
897	0.007159554543
898	0.007150002255
899	0.00714350225
900	0.007129596
901	0.007119583566
902	0.007109487944
903	0.007100015323
904	0.007087210215
905	0.007073094571
906	0.007073073756
907	0.007073075525
908	0.007073064903
909	0.007073068994
910	0.007072800539
911	0.007053212305
912	0.007053212314
913	0.007053198172
914	0.007050011574
915	0.007029273941
916	0.007019504121
917	0.007013786443
918	0.007000997231
919	0.006987870342
920	0.006969058556
921	0.006969030416
922	0.006969028366
923	0.006969034778
924	0.006969023885
925	0.006961636674
926	0.006961637337
927	0.006961619096
928	0.006961611213
929	0.006961614342
930	0.006961602241
931	0.006961441932
932	0.006942443304
933	0.006932123789
934	0.006906313188
935	0.006892626912
936	0.006883800976
937	0.006870095455
938	0.006870089596
939	0.00686690885
940	0.006856419831
941	0.006838573023
942	0.006829963671
943	0.006829934678
944	0.006829866385
945	0.006829842979
946	0.006829806775
947	0.006829768697
948	0.006829751272
949	0.006829751689
950	0.006814021424
951	0.006777327385
952	0.006769272515
953	0.006769268943
954	0.006769258211
955	0.006756957938
956	0.006756939025
957	0.006756933319
958	0.006756901772
959	0.006756873859
960	0.006756877805
961	0.006756835361
962	0.006756837385
963	0.006756835489
964	0.006756798335
965	0.006756730717
966	0.006756717544
967	0.006756368505
968	0.006756352314
969	0.006756334761
970	0.006756313127
971	0.006756267682
972	0.006756267682
973	0.006756266865
974	0.006756229737
975	0.006756203204
976	0.006756173678
977	0.006756101689
978	0.006755644898
979	0.006755644898
980	0.006755581518
981	0.006755542739
982	0.006755473627
983	0.006755441652
984	0.006742985982
985	0.006742957157
986	0.00674295253
987	0.00674293277
988	0.006742929113
989	0.006734216204
990	0.006728347213
991	0.006721037527
992	0.006710965348
993	0.006710965348
994	0.006698293573
995	0.006698282526
996	0.006698255869
997	0.006698250554
998	0.006698251515
999	0.006698254109
